date,SPY_close,QQQ_close,SPY_close_norm,QQQ_close_norm,rcorr
1999-03-10,129.1875,51.0625,-1.5007496812683454,-1.4060004202870424,
1999-03-11,130.625,51.3125,-1.285978326390434,-1.3923998429925617,
1999-03-12,129.375,50.0625,-1.4727360262842701,-1.4604027294649649,
1999-03-15,131.21875,51.5,-1.197268418940862,-1.3821994100217012,
1999-03-16,130.71875,51.9375,-1.2719714988983963,-1.3583983997563602,
1999-03-17,130.15625,51.5625,-1.3560124638506226,-1.3787992656980812,
1999-03-18,132.25,52.5625,-1.0431933165284473,-1.3243969565201588,
1999-03-19,129.6875,51.21875,-1.426046601310811,-1.397500059477992,
1999-03-22,129.9375,50.59375,-1.388695061332044,-1.4315015027141935,
1999-03-23,126.1875,48.8125,-1.948968161013552,-1.528405615937368,
1999-03-24,126.90625,50.46875,-1.8415824835745962,-1.4383017913614338,
1999-03-25,129.5,52.3125,-1.4540602562948866,-1.3379975338146393,
1999-03-26,128.5625,51.75,-1.5941285312152635,-1.3685988327272207,
1999-03-29,131.15625,53.625,-1.2066063039355537,-1.266594503018616,
1999-03-30,130.46875,53.25,-1.3093230388771635,-1.286995368960337,
1999-03-31,128.375,52.46875,-1.6221421861993388,-1.329497173005589,
1999-04-01,129.34375,53.5625,-1.477404968781616,-1.2699946473422363,
1999-04-05,132.40625,55.5,-1.0198486040417176,-1.1645901733100115,
1999-04-06,132.09375,55.609375,-1.0665380290151767,-1.1586399207436762,
1999-04-07,133.15625,55.03125,-0.907793984105416,-1.1900912557371626,
1999-04-08,134.84375,55.46875,-0.6556710892487374,-1.1662902454718216,
1999-04-09,134.875,55.8125,-0.6510021467513915,-1.1475894516919107,
1999-04-12,136.3125,55.4375,-0.43623079187348,-1.1679903176336317,
1999-04-13,135.4375,54.6875,-0.5669611817991652,-1.2087920495170734,
1999-04-14,133.15625,52.8125,-0.907793984105416,-1.310796379225678,
1999-04-15,132.65625,53.53125,-0.9824970640629505,-1.2716947195040462,
1999-04-16,131.53125,51.96875,-1.150578993967403,-1.3566983275945501,
1999-04-19,129.5,49.53125,-1.4540602562948866,-1.4893039562157362,
1999-04-20,131.125,50.65625,-1.2112752464328995,-1.4281013583905733,
1999-04-21,134.875,53.15625,-0.6510021467513915,-1.2920955854457672,0.7750601348585633
1999-04-22,136.15625,54.59375,-0.45957550436020955,-1.2138922660025038,0.7738155284351365
1999-04-23,135.8125,55.3125,-0.5109338718310145,-1.174790606280872,0.7884043651734113
1999-04-26,136.59375,56.5859375,-0.39421030939736695,-1.1055126656871113,0.806753593548574
1999-04-27,137.25,55.71875,-0.296162516953103,-1.1526896681773409,0.820028034126356
1999-04-28,135.375,53.8125,-0.5762990667938571,-1.2563940700477556,0.8117686084275517
1999-04-29,134.34375,53.375,-0.7303741692062719,-1.2801950803130968,0.8028465528517726
1999-04-30,133.25,53.71875,-0.8937871566133784,-1.261494286533186,0.8046303975401049
1999-05-03,135.6875,53.4375,-0.529609641820398,-1.2767949359894766,0.7839394604097673
1999-05-04,133.75,52.59375,-0.8190840766558439,-1.3226968843583486,0.7685763319384941
1999-05-05,134.8125,54.1875,-0.6603400317460832,-1.2359932041060346,0.7181460667412064
1999-05-06,133.984375,52.21875,-0.7840670079257497,-1.3430977503000696,0.6515331637938818
1999-05-07,135.0,52.96875,-0.6323263767620079,-1.3022960184166277,0.62126633280712
1999-05-10,134.328125,53.5,-0.7327086404549448,-1.2733947916658563,0.5888624701154362
1999-05-11,135.6875,54.34375,-0.529609641820398,-1.2274928432969843,0.5976587103771674
1999-05-12,136.75,55.46875,-0.3708655969106374,-1.1662902454718216,0.6189864359168898
1999-05-13,137.34375,54.4375,-0.2821556894610653,-1.2223926268115541,0.6093897776201144
1999-05-14,133.78125,53.40625,-0.814415134158498,-1.2784950081512867,0.657635250730746
1999-05-17,134.1875,54.3671875,-0.7537188816930013,-1.2262177891756267,0.717595554420402
1999-05-18,133.9375,54.125,-0.7910704216717686,-1.2393933484296549,0.8030667406377804
1999-05-19,134.90625,54.875,-0.6463332042540456,-1.198591616546213,0.8378797165860895
1999-05-20,134.09375,53.3671875,-0.767725709185039,-1.2806200983535492,0.8496731896374025
1999-05-21,133.34375,52.875,-0.8797803291213406,-1.307396234902058,0.8713561863420264
1999-05-24,131.125,51.53125,-1.2112752464328995,-1.3804993378598913,0.8755669949224967
1999-05-25,129.0,49.84375,-1.528763336252421,-1.4723032345976355,0.8973299145670686
1999-05-26,130.4375,51.234375,-1.3139919813745093,-1.3966500233970869,0.9023862802047681
1999-05-27,128.5625,51.1875,-1.5941285312152635,-1.3992001316398022,0.9019270774548279
1999-05-28,130.203125,52.03125,-1.3490090501046037,-1.35329818327093,0.8944495503508124
1999-06-01,129.75,50.875,-1.4167087163161192,-1.416200853257903,0.8917511918271486
1999-06-02,129.875,51.734375,-1.3980329463267356,-1.3694488688081257,0.8910300956253708
1999-06-03,130.59375,51.0,-1.29064726888778,-1.4094005646106627,0.9018186893169996
1999-06-04,133.21875,52.5625,-0.8984560991107242,-1.3243969565201588,0.8984979609044619
1999-06-07,133.5625,53.65625,-0.8470977316399193,-1.264894430856806,0.8957009135264843
1999-06-08,132.25,52.3125,-1.0431933165284473,-1.3379975338146393,0.9026472282017751
1999-06-09,132.125,53.1875,-1.0618690865178309,-1.290395513283957,0.8853058458177565
1999-06-10,130.90625,52.578125,-1.2439578439143208,-1.3235469204392536,0.8777637854643622
1999-06-11,129.8125,51.78125,-1.4073708313214275,-1.3668987605654106,0.8780245577166749
1999-06-14,129.9375,50.8046875,-1.388695061332044,-1.4200260156219755,0.8874412513107945
1999-06-15,130.8125,51.5625,-1.2579646714063586,-1.3787992656980812,0.8956323463093242
1999-06-16,133.3125,54.2109375,-0.8844492716186866,-1.234718149984677,0.892929927185084
1999-06-17,134.5625,54.8125,-0.6976915717248505,-1.2019917608698332,0.8882761748413973
1999-06-18,134.3125,55.0625,-0.7350431117036177,-1.1883911835753527,0.8984639207439428
1999-06-21,134.625,56.7109375,-0.6883536867301587,-1.098712377039871,0.8844150949373022
1999-06-22,133.6875,55.0,-0.8284219616505357,-1.1917913278989727,0.8811336622660292
1999-06-23,133.03125,55.8671875,-0.9264697540947997,-1.144614325408743,0.8543896355431985
1999-06-24,132.03125,54.7578125,-1.0758759140098686,-1.2049668871530008,0.8251065388162616
1999-06-25,131.703125,54.6875,-1.1248998102320005,-1.2087920495170734,0.8353017192730762
1999-06-28,133.3125,55.984375,-0.8844492716186866,-1.1382390548019552,0.8334874658405896
1999-06-29,134.5625,56.75,-0.6976915717248505,-1.0965872868376083,0.8410318560544164
1999-06-30,137.0,57.625,-0.3335140569318702,-1.0489852663069263,0.8678703304679991
1999-07-01,138.03125,58.015625,-0.1794389545194555,-1.0277343642843002,0.8885945693794278
1999-07-02,139.40625,58.75,0.025994515363764164,-0.9877826684817635,0.9135910551297893
1999-07-06,139.375,58.375,0.021325572866418264,-1.0081835344234844,0.9266312520691861
1999-07-07,139.5625,58.46875,0.04933922785049367,-1.0030833179380543,0.932694238652356
1999-07-08,139.671875,59.25,0.06568052659120432,-0.9605815138928022,0.9377824772170608
1999-07-09,140.5,59.84375,0.1894075027708707,-0.9282801428184108,0.9445807423736141
1999-07-12,139.875,59.53125,0.09602865282395268,-0.9452808644365116,0.947355653600922
1999-07-13,139.375,59.25,0.021325572866418264,-0.9605815138928022,0.9491709144383857
1999-07-14,140.15625,60.2578125,0.1380491353000658,-0.9057541866744273,0.9505558161282828
1999-07-15,141.046875,60.8125,0.27111399647442397,-0.8755779058022984,0.952521488348198
1999-07-16,141.8125,61.375,0.38550308765939856,-0.8449766068897171,0.9565292803664084
1999-07-19,140.875,60.75,0.2454348127390215,-0.8789780501259186,0.9639082645734856
1999-07-20,137.984375,58.40625,-0.18644236826547433,-1.0064834622616743,0.9656203116964204
1999-07-21,137.828125,58.6875,-0.20978708075220384,-0.9911828128053837,0.9676804039819047
1999-07-22,136.015625,57.1953125,-0.4805857455982661,-1.0723612585318147,0.9664428415877492
1999-07-23,135.75,57.28125,-0.5202717568257063,-1.0676860600868372,0.9628784485266996
1999-07-26,134.75,55.875,-0.6696779167407751,-1.1441893073682905,0.9583002303603652
1999-07-27,135.875,57.0,-0.5015959868363227,-1.0829867095431278,0.956745178855683
1999-07-28,136.3125,58.1171875,-0.43623079187348,-1.0222091297584175,0.9562057075916771
1999-07-29,134.40625,56.875,-0.7210362842115801,-1.089786998190368,0.954953837310276
1999-07-30,132.75,56.59375,-0.9684902365709127,-1.105087647646659,0.9537251039202148
1999-08-02,133.0625,56.4375,-0.9218008115974538,-1.1135880084557093,0.9559489608929029
1999-08-03,132.4375,56.0703125,-1.0151796615443718,-1.1335638563569777,0.954171620240355
1999-08-04,130.625,55.0546875,-1.285978326390434,-1.188816201615805,0.959414332642079
1999-08-05,131.8125,55.9296875,-1.1085585114912897,-1.1412141810851228,0.9568580616361381
1999-08-06,130.375,55.328125,-1.3233298663692012,-1.173940570199967,0.9555677199516093
1999-08-09,130.09375,54.6171875,-1.3653503488453143,-1.2126172118811462,0.958788301452599
1999-08-10,128.65625,54.125,-1.5801217037232258,-1.2393933484296549,0.9631649593569547
1999-08-11,130.21875,55.90625,-1.3466745788559307,-1.1424892352064804,0.9587061867463589
1999-08-12,130.140625,55.25,-1.3583469350992956,-1.1781907506044922,0.961490056950094
1999-08-13,133.15625,57.65625,-0.907793984105416,-1.0472851941451162,0.9556849705742139
1999-08-16,133.75,58.1171875,-0.8190840766558439,-1.0222091297584175,0.9477668939074024
1999-08-17,134.625,58.40625,-0.6883536867301587,-1.0064834622616743,0.9458688393474476
1999-08-18,133.65625,57.75,-0.8330909041478817,-1.0421849776596859,0.9472295102789161
1999-08-19,132.5625,57.0625,-0.9965038915549882,-1.0795865652195076,0.9443654384163819
1999-08-20,133.90625,57.96875,-0.7957393641691144,-1.0302844725270155,0.9371925625295013
1999-08-23,136.46875,59.8125,-0.41288607938675054,-0.9299802149802209,0.9270957431709126
1999-08-24,136.96875,60.21875,-0.3381829994292161,-0.9078792768766899,0.919545016620048
1999-08-25,138.375,61.5,-0.12808058704865058,-0.8381763182424767,0.9069452564052595
1999-08-26,136.71875,60.4765625,-0.3755345394079833,-0.8938536815417567,0.8911479664217113
1999-08-27,135.0625,59.875,-0.6229884917673161,-0.9265800706566008,0.8610514020067735
1999-08-30,132.5625,59.03125,-0.9965038915549882,-0.9724820190254728,0.8140770127731973
1999-08-31,132.0625,59.6875,-1.0712069715125225,-0.9367805036274612,0.7702875749089765
1999-09-01,133.6875,60.1171875,-0.8284219616505357,-0.9134045114025726,0.7520645182154483
1999-09-02,132.109375,59.90625,-1.0642035577665037,-0.9248799984947906,0.7263604677641855
1999-09-03,135.96875,62.65625,-0.48758915934428493,-0.7752736482555039,0.7457200188126394
1999-09-07,135.46875,62.375,-0.5622922393018194,-0.7905742977117945,0.7730633361460467
1999-09-08,134.8125,61.53125,-0.6603400317460832,-0.8364762460806666,0.8008400949040959
1999-09-09,134.75,62.40625,-0.6696779167407751,-0.7888742255499845,0.8121275835979994
1999-09-10,135.875,63.125,-0.5015959868363227,-0.7497725658283527,0.8314487734050666
1999-09-13,134.953125,62.3671875,-0.6393297905080267,-0.7909993157522471,0.8293949021680539
1999-09-14,134.0625,62.7109375,-0.772394651682385,-0.7722985219723363,0.8163379067847707
1999-09-15,131.9375,61.5,-1.0898827415019061,-0.8381763182424767,0.7798255683824433
1999-09-16,132.453125,61.46875,-1.0128451902956987,-0.8398763904042869,0.7400217480195301
1999-09-17,133.75,63.3125,-0.8190840766558439,-0.7395721328574922,0.7107509855899743
1999-09-20,133.5625,63.4609375,-0.8470977316399193,-0.7314967900888945,0.6590023256662447
1999-09-21,130.75,61.9375,-1.2673025564010505,-0.8143753079771356,0.5529266582496339
1999-09-22,130.609375,62.59375,-1.2883127976391069,-0.7786737925791241,0.3616838342307231
1999-09-23,127.875,60.0,-1.6968452661568734,-0.9197797820093604,0.2589152868384549
1999-09-24,127.75,60.078125,-1.715521036146257,-0.9155296016048352,0.14937570009280518
1999-09-27,128.59375,60.5,-1.5894595887179177,-0.8925786274203992,0.14307315941767534
1999-09-28,128.34375,60.78125,-1.6268111286966849,-0.8772779779641086,0.14578227664996202
1999-09-29,126.8125,59.5625,-1.855589311066634,-0.9435807922747015,0.21764268516446367
1999-09-30,128.75,60.1875,-1.566114876231188,-0.9095793490385,0.259869672606695
1999-10-01,128.46875,60.2109375,-1.6081353587073013,-0.9083042949171424,0.2994842329009959
1999-10-04,130.75,61.5625,-1.2673025564010505,-0.8347761739188566,0.3501219726812785
1999-10-05,130.625,62.0,-1.285978326390434,-0.8109751636535155,0.3950821374412618
1999-10-06,132.625,63.2421875,-0.9871660065602964,-0.743397295221565,0.4451325797737227
1999-10-07,131.875,63.09375,-1.099220626496598,-0.7514726379901628,0.4533480569710646
1999-10-08,133.875,63.7578125,-0.8004083066664603,-0.7153461045516987,0.5333883984339718
1999-10-11,133.65625,64.65625,-0.8330909041478817,-0.666469029899659,0.6039823881947852
1999-10-12,131.59375,63.1875,-1.141241108972711,-0.7463724215047326,0.640542328675608
1999-10-13,128.1875,61.3125,-1.6501558411834143,-0.8483767512133372,0.6656828536764243
1999-10-14,128.15625,61.6953125,-1.6548247836807601,-0.8275508672311638,0.7104387331993248
1999-10-15,124.875,59.875,-2.14506374590208,-0.9265800706566008,0.7749112605072935
1999-10-18,125.78125,59.1171875,-2.0096644134790487,-0.967806820580495,0.8055682555348279
1999-10-19,127.0,59.4375,-1.8275756560825585,-0.9503810809219418,0.8279895499269959
1999-10-20,128.25,61.25,-1.6408179561887226,-0.8517768955369573,0.85806537868251
1999-10-21,129.0,62.25,-1.528763336252421,-0.7973745863590349,0.8556275695476928
1999-10-22,130.09375,61.96875,-1.3653503488453143,-0.8126752358153256,0.8590443605700739
1999-10-25,129.4375,62.0,-1.4633981412895782,-0.8109751636535155,0.8777585966265028
1999-10-26,127.8125,61.5,-1.706183151151565,-0.8381763182424767,0.8760841205054467
1999-10-27,130.125,61.40625,-1.3606814063479684,-0.843276534727907,0.8889016327885605
1999-10-28,134.5625,63.53125,-0.6976915717248505,-0.7276716277248217,0.9141797779620859
1999-10-29,137.0,65.75,-0.3335140569318702,-0.6069665042363063,0.9316485897607947
1999-11-01,135.5625,65.40625,-0.5482854118097816,-0.6256672980162171,0.9390600172626582
1999-11-02,134.59375,65.4453125,-0.6930226292275046,-0.6235422078139545,0.9426913548731456
1999-11-03,135.5,66.75,-0.5576232968044734,-0.5525641950583838,0.9431038871240285
1999-11-04,136.53125,67.5,-0.40354819439205875,-0.511762463174942,0.945814267925373
1999-11-05,137.875,68.1875,-0.202783667006185,-0.4743608756151203,0.9514579197962793
1999-11-08,138.0,69.5625,-0.1841078970168014,-0.3995577004954769,0.9507353085000307
1999-11-09,136.703125,69.09375,-0.3778690106566563,-0.42505878292262805,0.9461499023545608
1999-11-10,137.71875,70.0,-0.2261283794929145,-0.37575669023013586,0.9429223319554211
1999-11-11,138.5,71.25,-0.10940481705926697,-0.30775380375773276,0.9417378212836425
1999-11-12,139.75,72.1875,0.07735288283456908,-0.25675163890343045,0.9436222678950253
1999-11-15,140.078125,72.046875,0.12637677905670103,-0.2644019636315758,0.9493800628597001
1999-11-16,141.25,73.875,0.3014621227071723,-0.16494774216568633,0.9528251188529121
1999-11-17,141.625,72.875,0.3574894326753231,-0.21935005134360877,0.9589169331096878
1999-11-18,142.625,75.109375,0.506895592590392,-0.09779489177418829,0.9624784908087419
1999-11-19,142.5,75.78125,0.4882198226010084,-0.06124334029527164,0.9666007025698075
1999-11-22,142.46875,74.625,0.4835508801036625,-0.12414601028224448,0.9696203321059096
1999-11-23,141.21875,74.96875,0.2967931802098264,-0.10544521650233364,0.9689531786011516
1999-11-24,141.96875,77.4375,0.40884780014612804,0.028860484280662433,0.9637219388980759
1999-11-26,141.4375,77.6875,0.32947577769124775,0.042461061575143046,0.9575709945945289
1999-11-29,140.9375,76.40625,0.2547726977337133,-0.0272418970590701,0.9568354041695635
1999-11-30,139.28125,73.5,0.00731874537438056,-0.18534860810740725,0.9533257271263574
1999-12-01,140.40625,75.09375,0.175400675278833,-0.09864492785509332,0.9479025307375313
1999-12-02,141.25,77.4765625,0.3014621227071723,0.030985574482925028,0.9419451109119984
1999-12-03,143.84375,79.125,0.6889843499868821,0.12066438101840658,0.9440558158419438
1999-12-06,142.78125,79.84375,0.5302403050771215,0.15976604074003833,0.9375769459032749
1999-12-07,141.625,79.84375,0.3574894326753231,0.15976604074003833,0.9262944148289678
1999-12-08,140.71875,78.875,0.222090100252292,0.10706380372392596,0.9255777921124353
1999-12-09,141.40625,79.25,0.32480683519390185,0.1274646696656469,0.9170809760320484
1999-12-10,141.875,79.90625,0.39484097265409035,0.16316618506365851,0.9026128920497972
1999-12-13,142.125,80.9921875,0.4321925126328576,0.22224369268655866,0.8968076288418517
1999-12-14,140.75,79.53125,0.2267590427496379,0.14276531912193757,0.8704873253522202
1999-12-15,141.5,81.0625,0.33881366268593954,0.22606885505063135,0.8374970872334101
1999-12-16,142.125,83.0625,0.4321925126328576,0.3348734734064763,0.8039451989140564
1999-12-17,142.6875,83.78125,0.5162334775850838,0.37397513312810804,0.7775041425315603
1999-12-20,141.65625,84.875,0.362158375172669,0.4334776587914607,0.7211668788226359
1999-12-21,143.8125,89.4375,0.6843154074895362,0.6816881944157319,0.7194699129165024
1999-12-22,144.1875,89.15625,0.740342717457687,0.6663875449594412,0.725044709219857
1999-12-23,146.484375,90.21875,1.0835099910126107,0.7241899984609839,0.7572641695240367
1999-12-27,146.28125,89.6875,1.0531618647798624,0.6952887717102125,0.7768548898365343
1999-12-28,146.1875,89.125,1.0391550372878247,0.6646874727976312,0.7895523422310562
1999-12-29,146.8125,92.5,1.1325338872347428,0.8482952662731195,0.8142139396869735
1999-12-30,146.640625,91.5,1.1068547034993403,0.793892957095197,0.8359355655713011
1999-12-31,146.875,91.375,1.1418717722294345,0.7870926684479567,0.8602734662868846
2000-01-03,145.4375,94.75,0.927100417351523,0.970700461923445,0.8745533985921738
2000-01-04,139.75,88.25,0.07735288283456908,0.617085452266949,0.8026897751641775
2000-01-05,140.0,86.0,0.11470442281333629,0.49468025661662346,0.7782517449086432
2000-01-06,137.75,80.09375,-0.22145943699556858,0.17336661803451897,0.757779744615622
2000-01-07,145.75,90.0,0.9737898423249821,0.7122894933283133,0.773359819755771
2000-01-10,146.25,92.5,1.0484929222825166,0.8482952662731195,0.7868612788100179
2000-01-11,144.5,88.0,0.787032142431146,0.6034848749724684,0.7862363224440129
2000-01-12,143.0625,86.0625,0.5722607875532346,0.49808040094024364,0.7661167762074165
2000-01-13,145.0,91.25,0.8617352223886805,0.7802923798007164,0.7607789449222739
2000-01-14,146.96875,93.375,1.1558785997214722,0.8958972868038017,0.7734945432311497
2000-01-18,145.8125,93.875,0.9831277273196739,0.9230984413927629,0.8110861714564498
2000-01-19,147.0,96.0,1.160547542218818,1.038703348395848,0.83378198564164
2000-01-20,144.75,95.0625,0.8243836824099132,0.9877011835415458,0.8194983009284159
2000-01-21,144.4375,96.25,0.7776942574364543,1.0523039256903286,0.7860821136968223
2000-01-24,140.34375,91.625,0.1660627902841412,0.8006932457424373,0.7203676328935396
2000-01-25,141.9375,93.0,0.40417885764878214,0.8754964208620807,0.6815850344720058
2000-01-26,140.8125,89.25,0.23609692774432972,0.6714877614448714,0.6657339229532191
2000-01-27,140.25,90.5625,0.15205596279210348,0.7428907922408947,0.6143760743322536
2000-01-28,135.875,86.0,-0.5015959868363227,0.49468025661662346,0.6101012491843313
2000-01-31,139.5625,89.6875,0.04933922785049367,0.6952887717102125,0.6017633499897906
2000-02-01,140.9375,92.09375,0.2547726977337133,0.8261943281695885,0.5939584534030279
2000-02-02,141.0625,92.875,0.27344846772309694,0.8686961322148403,0.5618932825052761
2000-02-03,143.1875,96.5,0.5909365575426182,1.0659045029848093,0.5338677438184949
